Store_Code,StateName,City,Store_Name,Store_Address,Pincode,Mobile,Delivery By
970,Karnataka,Ranebennur,Shivakrupa Hospital - Ranebennur,"ben franklin opticians, Shivakrupa Hospital, Dr.Goudappagoudar Building, Mruthyunjay Nagar, P B Road, Ranebennur, Karnataka",,,Bluedart
148,Karnataka,Road,Dandeli Road,"Ben Franklin Opticians, M.M.Joshi Eye Institute, Someshwar Hights, Ground Floor, Near Old D.S.P.Office, Beside More Showroom, Dandeli Road, Dharwad, Karnataka, India. Phone:0836-2794444, Mobile:+91–8884415263.",,8884415263,Bluedart
816,Karnataka,Sagar,Maitri Opticals - Sagar,"ben franklin opticians, Maitri Opticals, C/o Ganesh Netralaya, At Spandana Hospital, Opp Forest Office, Vinoba Nagar, Sagar, Karnataka.",,,Bluedart
802,Karnataka,Sankara - Bengaluru,MM Joshi Eye Hospital (Navanagar) - Hubli,"ben franklin opticians, MM Joshi Eye Hospital Vision Centre, EWS-399, Navanagar, Gamangatti Main Road, Hubli, Dharawad, Karnataka.",,,Bluedart
1261,Karnataka,Sankara - Bengaluru,MM Joshi Eye Institute - Elite - Hubli,"Ben Franklin, M.M.Joshi Eye Institute P Ltd, CTS No - 95/45, Vithoba Nagar, Besides Shakuntala Hospital, Hosur - Unkal Bypass Road, Hubli, Karnataka - 580021.",580021,,Bluedart
360,Karnataka,Sankeshwar,Murgude Eye Hospital - Sankeshwar,"Ben Franklin Opticians, Murgude Eye Hospital and Laser Centre, No.2809/2810, P.B.Road Old, Belgaum Dist, Sankeshwar, Karnataka, India. Phone : NA, Mobile : NA.",,,Bluedart
178,Karnataka,Shimoga,Sagar-Shimoga,"Ben Franklin Opticians, Sagar Nursing Home, 1st Cross Achutha Rao Layout, Near Jail Circle, Shimoga, Karnataka, India. Phone:08182-220907, Mobile:+91-9986924548.",220907,9986924548,Bluedart
91,Karnataka,Shimoga,Sankara - Shimoga,"Sankara Eye Hospital, Thirthahalli Road, Harakere, Shimoga, Karnataka. Phone:08182–222266, Mobile:+91–8884415260.",222266,8884415260,Bluedart
1355,Karnataka,Shimoga City Centre,Sankara - Shimoga City Centre,"Sankara Eye Hospital, City Centre # 700/20, Durgigudi, 3rd Cross, Brahmakumari Road, Shimoga, Karnataka",,,Bluedart
620,Karnataka,Sirsi,Maitri Opticals - Sirsi,"ben franklin opticians, Maitri Opticals, Ganesh Netralaya, Shakthi Nagar, Devikere Road, Sirsi, Karnataka.",,,Bluedart
1360,Karnataka,Toranagallu,Jindal Sanjeevani Multispeciality Hospital - Toranagallu,"ben franklin opticians, Jindal Sanjeevani Multispeciality Hospital, P.O Vijay Vittal Nagar, Toranagallu, Tq - Sandur, Dist - Ballari, Karnataka",,,Bluedart
578,Karnataka,Vijayapur,Shri BM Patil Medical College Hospital - Vijayapur,"ben franklin opticians, Shri BM Patil Medical College Hospital And Research Centre, Smt. Bangaramma Sajjan Campus, Ashram Road, Vijayapur, Karnataka.",,,Bluedart
611,Karnataka,Bangalore,Sankara,"Ben Franklin Opticians, Sai Towers 3rd floor, Gulmohara Enclave Road, Kundalahalli Gate, Bengaluru, Karnataka - 560037, India, Mobile : 8884415249 Bengaluru 560037 (BULK)",560037,8884415249,Bluedart
147,Karnataka,Bangalore,Sankara,"Ben Franklin Opticians, Sai Towers 3rd floor, Gulmohara Enclave Road, Kundalahalli Gate, Bengaluru, Karnataka - 560037, India, Mobile : 8884415249 Bengaluru 560037 (BULK)",560037,8884415249,Bluedart
307,Karnataka,Bangalore,Sankara,"Ben Franklin Opticians, Sai Towers 3rd floor, Gulmohara Enclave Road, Kundalahalli Gate, Bengaluru, Karnataka - 560037, India, Mobile : 8884415249 Bengaluru 560037 (BULK)",560037,8884415249,Bluedart
1039,Karnataka,Bangalore,Sankara,"Ben Franklin Opticians, Sai Towers 3rd floor, Gulmohara Enclave Road, Kundalahalli Gate, Bengaluru, Karnataka - 560037, India, Mobile : 8884415249 Bengaluru 560037 (BULK)",560037,8884415249,Bluedart
1365,Karnataka,Bangalore,Sankara,"Ben Franklin Opticians, Sai Towers 3rd floor, Gulmohara Enclave Road, Kundalahalli Gate, Bengaluru, Karnataka - 560037, India, Mobile : 8884415249 Bengaluru 560037 (BULK)",560037,8884415249,Bluedart
495,Karnataka,Mangalore,K.S.Hegde Charitable Hospital,"Ben Franklin Opticians, K.S.Hegde Charitable Hospital, Medical Science Complex, University Enclave, Deralakatte, Mangalore, Karnataka - 575018. Mobile : +91 - 7618791886",575018,7618791886,Bluedart
604,Karnataka,Ranebennur,Kulkarni Eye Hospital,"Ben Franklin Opticians, Kulkarni Eye Hospital, 5th Cross, Rajeshwari Nagar, Ranebennur,Karnataka - 581115, Mobile : +91 - 9606931230",581115,9606931230,Bluedart
657,Kerala,Agartala,Gitanjali ENT And Eye Hospital - Trivandrum,"ben franklin opticians, Gitanjali ENT And Eye Hospital, Ganapathy Temple Road, Near Manappuram Gold Loan Office, Vazhuthacaud, Trivandrum, Kerala.",,,Bluedart
1318,Kerala,Bagh,Giridhar Eye Institute - kids - Kadavanthara,"ben franklin opticians, Giridhar Eye Institute, Ponneth Temple Road, Kadavanthara P.O.Cochin, Kerala, India",,,Bluedart
229,Kerala,Bagh,Giridhar Eye Institute - Kadavanthara,"Ben Franklin Opticians, Giridhar Eye Institute, Ponneth Temple Road, Kadavanthara P.O.Cochin, Kerala, India.Phone : NA, Mobile : NA.",,,Bluedart
919,Kerala,Baruipur,Mar Baselios Medical Mission Hospital - Kothamangalam,"ben franklin opticians, Mar Baselios Medical Mission Hospital, MBMM Building, AM Road, Kothamangalam, Ernakulam, Kerala",,,Bluedart
812,Kerala,Baruipur,St Josephs Hospital - Kothamangalam,"ben franklin opticians, St Josephs Hospital, Dharmagiri, Kothamangalam, Kerala.",,,Bluedart
797,Kerala,Baruipur,TVJ Eye Hospital - Kothamangalam,"ben franklin opticians, TVJ Eye Hospital, By-pass Junction, Thankalam, Aluva Munnar Road - SH 16, Kothamangalam, Kerala.",,,Bluedart
1339,Kerala,Berhampore,Tely Medical Centre - Thalassery,"ben franklin opticians, Tely Medical Centre Pvt Ltd, 24/37A, Thiruvangad, Thalassery, Kerala, India",,,Bluedart
1163,Kerala,Habsiguda,Giridhar Eye Institute Pvt Ltd - Tripunithura,"ben franklin opticians, Giridhar Eye Institute Pvt Ltd, Door No: 36/330 Aradhana Center, Hospital Road Tripunithura, Ernakulam, Kerala",,,Bluedart
1351,Kerala,Howrah,Sampada Vr Speciality Eye Care Llp - Tirur,"ben franklin opticians, Sampada Vr Speciality Eye Care Llp, Building No 1715/B, Railway Station Bypass Road, Tirur, Malappuram, Kerala",,,Bluedart
155,Kerala,Kochi,Dr. Giridhar Eye Institute,"Ben Franklin Opticians, Giridhar Eye Institute, 6/1180 (A), Star Junction, Mattancherry, Kochi. Kerala, India. Phone : 0484–2221431, Mobile : +91–8943346374.",,8943346374,Bluedart
666,Kerala,Kochi,KPM Eye Hospital - Kochi,"ben franklin opticians, KPM Eye Hospital, Hospital Road, Marine Road, Kochi, Kerala.",,,Bluedart
606,Kerala,Kochi,Roshan Eyecare Hospital - Kochi,"ben franklin opticians, Roshan Eye Care Hospital, SN Junction Main Road, Tripunitura, Eranakulam, Kerala.",,,Bluedart
152,Kerala,Kodurpaka,Chaithanya Eye Hospital - Trikakara,"Ben Franklin Opticians, Chaithanya Eye Hospital, Judgemukku, Trikkakara P.O., Cochin, Kerala, India. Phone : 0484–2575031, Mobile : +91–8943346372.",,8943346372,Bluedart
269,Kerala,kolkata,Holy Family Hospital,"Holy Family Hospital, Muthalakodam, Hospital Road, Thodupuzha, Kerala, Idukku Dist, Kerala, India.",,,Bluedart
1346,Kerala,Malakpet,Comtrust Charitable Trust - Kozhikode,"ben franklin opticians, Comtrust Charitable Trust Eye hospital, 3RD Mile, Kadhirur, Thalassery, Kerala",,,Bluedart
1337,Kerala,Malda,Moulana Hospital - Perinthalmanna,"ben franklin opticians, Moulana Hospital, Ooty Road, Perinthalmanna, Malappuram, Kerala",,,Bluedart
157,Kerala,Nalgonda,St.Joseph Eye Hospital,"Ben Franklin Opticians, St.Joseph Eye Hospital, NH-183, Kanjirappally, Kottayam, Kerala, India. Phone : NA, Mobile : +91–8943346375.",,8943346375,Bluedart
1285,Kerala,Rampally,Geetanjali Eye And Ent Clinic - Thiruvananthapuram,"ben franklin opticians, Geetanjali EYE and ENT Clinic, M-Squared Software And Services Pvt. Ltd., M Square Building, Techno Park Campus, Thiruvananthapuram, Kerala",,,Bluedart
526,Kerala,Secunderabad,Giridhar Eye Institute - Edapally,"ben franklin opticians, Giridhar Eye Institute, Door No XXXIII /195-C, VAM ARCADE, 2nd Floor, Above Saravana Bhavan, Edappally Toll junction, Edappally, Ernakulam.",,,Bluedart
631,Madhya Pradesh,Bhopal,Hitech Eye Care And Laser Center - Bhopal,"Ben franklin opticians, B-12, Vidya Nagar, Hoshangabad Road, Bhopal, Madhya Pradesh - 462026. Mobile : +91 - 9109156040",462026,9109156040,Verma
694,Madhya Pradesh,Bhopal,Vision Care And Research Centre - Bhopal,"Ben franklin opticians, Vision Care And Research Centre, E-7/378-79, Arera Colony, Opp Hanuman Mandir, 1100 Quarters, Bhopal, Madhya Pradesh.",,,Verma
1314,Madhya Pradesh,Chhindwara,Kothari Hospital - Chhindwara,"Ben franklin opticians, Kothari Hospital, Mohan Nagar, Chhindwara, Madhya Pradesh",,,Bluedart
361,Madhya Pradesh,Chhindwara,Punar Jyoti Eye Hospital - Chhindwara,"Ben Franklin Opticians, Punar Jyoti Eye Hospital, 1st Floor, Mhobey Market, Budhwari Bazar, Chhindwara, Madhya Pradesh, India. Phone : NA, Mobile : NA.",,,Bluedart
179,Madhya Pradesh,Gadarwara,Dr.O.P.Nayak Gadarwara,"Ben Franklin Opticians, Dr. O.P. Nayak Eye Hospital, H.No-292 Indra Ward, Opp. Govt. Civil Hospital, Gadarwara, Narsinghpur Dist. Madhya Pradesh, India. Phone : 07791–256004, Mobile : NA.",256004,,Bluedart
558,Madhya Pradesh,Gwalior,Gwalior Netra Chikitsalaya - Gwalior,"Ben franklin opticians, Gwalior Netra Chikitsalaya, Bharat Talkies Road, Shinde Ki Chavani, Gwalior. MP 474001",474001,,Verma
1283,Madhya Pradesh,Gwalior,ITM Hospital And Research Centre - Gwalior,"Ben franklin opticians, ITM Hospital And Research Centre, NH-75, Opposite Sitholi Railway Station, Sitholi Gwalior, Madhya Pradesh",,,Verma
416,Madhya Pradesh,Gwalior,Jeevan Jyoti Netralaya - Gwalior,"Ben franklin opticians, Jeevan Jyoti Netralaya, Site No.1 - City Center, Near Hotel Central Park, Gwalior, Madhya Pradesh - 474011. Mob:- 9713912054",474011,9713912054,Verma
1132,Madhya Pradesh,Gwalior,Manav Netralaya And Amp Lasik Laser Centre - Gwalior,"Ben franklin opticians, Manav Netralaya And Amp Lasik Laser Centre, Hujrat pul Chouraha, Jinsi Road No.3, Lashkar, Gwalior, Madhya Pradesh, India",,,Verma
1101,Madhya Pradesh,Gwalior,Sight Care Eye Hospital - Gwalior,"Ben franklin opticians, Sight Care Eye Hospital, 118, Kailash Vihar Main Rd, City Center, Tulsi Vihar Colony, Gwalior, Madhya Pradesh, India",,,Verma
1205,Madhya Pradesh,Indore,Eye Site Eye Hospital And Retina Centre - Indore,"Ben franklin opticians, Sankara Eye Hospital A Unit of Sri Kanchi Kamakoti Medical Trust, Scheme No. 74C, Vijay Nagar, Indore, Madhya Pradesh - 452010. Mobile : +91 - 9100539746 (BULK)",452010,9100539746,Verma
639,Madhya Pradesh,Indore,Nihar Netralaya - Indore,"Ben franklin opticians, Sankara Eye Hospital A Unit of Sri Kanchi Kamakoti Medical Trust, Scheme No. 74C, Vijay Nagar, Indore, Madhya Pradesh - 452010. Mobile : +91 - 9100539746 (BULK)",452010,9100539746,Verma
791,Madhya Pradesh,Indore,Sankara - Indore,"Ben franklin opticians, Sankara Eye Hospital A Unit of Sri Kanchi Kamakoti Medical Trust, Scheme No. 74C, Vijay Nagar, Indore, Madhya Pradesh - 452010. Mobile : +91 - 9100539746 (BULK)",452010,9100539746,Verma
1203,Madhya Pradesh,Indore,Shree Ganesh Netralaya Private Limited - Indore,"Ben franklin opticians, Sankara Eye Hospital A Unit of Sri Kanchi Kamakoti Medical Trust, Scheme No. 74C, Vijay Nagar, Indore, Madhya Pradesh - 452010. Mobile : +91 - 9100539746 (BULK)",452010,9100539746,Verma
440,Madhya Pradesh,Jabalpur,Batalia Eye Hospital - Jabalpur,"Ben franklin opticians, Batalia Eye Hospital, Naya Mohalla, Near Clock Tower, Jabalpur, Madhya Pradesh - 482001.Mobile : +91 - 9109156411",482001,9109156411,Bluedart
387,Madhya Pradesh,Jabalpur,Chhavi Eye Hospital - Jabalpur,"Ben Franklin Opticians, Chhavi Eye Hospital, 2567, Near Telegraph factory gate 2, Madan mahal station road, Jabalpur, Madhya Pradesh - 482002.Mob - 8358991883",482002,8358991883,Bluedart
483,Madhya Pradesh,Jabalpur,Chitrakoot Eye Hospital - Jabalpur,"Chitrakoot Eye Hospital, Ukhari Chowk, MR-4 Road, Jabalpur, Madhya Pradesh - 482001.Mobile : +91 - 9109156421",482001,9109156421,Bluedart
789,Madhya Pradesh,Jabalpur,Dada Virendra Puri Ji Eye Institute - Jabalpur,"Ben franklin opticians, Dada Virendra Puri Ji Eye Institute, Gram Jotpur, Near Tilwara Bridge, Chargawan Road, Jabalpur, Madhya Pradesh - 482003. Mobile : 9100071889 / 8770962825",482003,9100071889,Bluedart
1315,Madhya Pradesh,Jabalpur,Eye Plus Eye Hospital - Jabalpur,"Ben franklin opticians, Eye Plus Eye Hospital, Near Shalby Hospital, Ahinsa Chowk Road, Kanchan Vihar, Vijay Nagar, Jabalpur, Madhya Pradesh",,,Bluedart
790,Madhya Pradesh,Jabalpur,Jan Jyoti Super Specialty Eye Hospital - Jabalpur,"Ben franklin opticians, Jan Jyoti Super Specialty Eye Hospital, 1051, Gole Bazar, Jabalpur, Madhya Pradesh - 482007. Mobile : +91 - 9100071890",482007,9100071890,Bluedart
1354,Madhya Pradesh,Khargone,Aarogyam Hospital - Khargone,"Ben franklin opticians, Sunder Maa, Bhandari Jining Parisar, Sanawad Road, Khargone, Madhya Pradesh - 451001. (BULK)",451001,,Bluedart
1221,Madhya Pradesh,Khargone,Sunder Maa - Khargone,"Ben franklin opticians, Sunder Maa, Bhandari Jining Parisar, Sanawad Road, Khargone, Madhya Pradesh - 451001. (BULK)",451001,,Bluedart
550,Madhya Pradesh,Mandsaur,Shri Labhmuni Jan Sewa Trust - Mandsaur,"Ben franklin opticians, Sitamau Phatak, Mandsaur, Madhya Pradesh - 458001. Mobile- 7422297176 / 9109156424",458001,7422297176,Bluedart
941,Madhya Pradesh,Neemuch,Mahavir Eye Hospital - Neemuch,"Ben franklin opticians, Mahavir Eye Hospital, 3, Bihar Bagh, Mehanot Nagar, Manasa Road, Near Rest House, Neemuch, Madhya Pradesh - 458441 Mob:- 8121004417",458441,8121004417,Anjani
1222,Madhya Pradesh,Sanawad,Reva Eye Care - Sanawad,"Ben franklin opticians, Reva Eye Care, Dharmarth Complex, Sanawad, Madhya Pradesh - 451111.",451111,,Bluedart
378,Madhya Pradesh,Satna,Netra Jyoti - Satna,"Ben Franklin Opticians, Netra Jyoti Microsurgery Eye Hospital, Semaria Chowk, Birla Road, Satna, Madhya Pradesh, India. Phone : NA, Mobile : NA.",,,Bluedart
1309,Madhya Pradesh,Shahdol,Drishti Niketan - Shahdol,"Ben franklin opticians, Drishti Niketan, At Opposite KIA Showroom, Burhar Road, Shahdol, Madhya Pradesh, India",,,Bluedart
350,Madhya Pradesh,Ujjain,Saurabh Eye Hospital - Ujjain,"Ben Franklin Opticians, Saurabh Eye Hospital, Bafna Tower, Shaheed Park, Freeganj, Ujjain, Madhya Pradesh - 456001. Mobile : +91 - 8821075527",456001,8821075527,Bluedart
1182,Maharashtra,Ahmednagar,Dr. Shailendra M. Potnis - Ahmednagar,"Ben franklin opticians, Dr. Shailendra M. Potnis, C/o Potnis Eye Hospital, Near Sagar Hotel, In Front Of Konark Collection, Pipeline Road, Savedi, Ahmednagar, Maharashtra - 414003. Mobile : +91 - 9154190734",414003,9154190734,Anjani
1274,Maharashtra,Ahmednagar,Kapase Pramod Bapurao Huf - Ahmednagar,"Ben franklin opticians, Kapase Pramod Bapurao Huf, Shop No. 1 And 8, Anand Chambers, Near Kapase Eye Clinic, West To Old District Court, Court Galli, Ahmednagar, Maharashtra, India",,,Anjani
818,Maharashtra,Ahmednagar,Praful J Chaudhary HUF - Ahmednagar,"Ben franklin opticians, Shop No 103, Sai Midas Touch, Nagar Manmad Road, Savedi, Ahmednagar, Maharashtra - 414003. Mobile : +91 - 9154162366",414003,9154162366,Anjani
1295,Maharashtra,Ahmednagar,Thorat Superspeciality Eye Care - Ahmednagar,"Ben franklin opticians, Thorat Superspeciality Eye Care, 3rd Floor, Deepak Heights, Zopadi Canteen, Ahmednagar Manmad Road, Savedi, Ahmednagar, Maharashtra - 414003 Mob - 8712612182",414003,8712612182,Anjani
1262,Maharashtra,Ahmednagar,Varad Netralaya - Ahmednagar,"Ben franklin, Varad Netralaya, Varad Netralaya, Sr. No. 2/2, B, Pl No.8, Near Khandoba Mandir Nagar, Savedi, Ahmednagar, Maharashtra - 414001 Mobile : +91 - 8121009832",414001,8121009832,Anjani
402,Maharashtra,Ahmednagar,Yash Eye care - Ahmednagar,"Ben Franklin Opticians, Kaivalyam Building, Nagar Manmad Highway, Rahuri, Ahmednagar, Maharashtra - 413705. Mobile : +91 - 8291100529",413705,8291100529,Anjani
1213,Maharashtra,Akola,Bhuibhar Multispeciality Clinic - Akola,"Ben franklin opticians, Bhuibhar Multispeciality Clinic, Tilak Park Road, Behind Mukund Mandir, Ramdaspeth, Akola, Maharashtra, India",,,Anjani
636,Maharashtra,Akola,Sarvagnya Optical Centre - Akola,"Ben franklin opticians, Sarvagnya Optical Centre, Kedia Plot, Ram Nagar, Near Janata Homeopathic College, Akola Rural, Akola, Maharashtra.",,,Anjani
1297,Maharashtra,Akola,Shubham Shrikant Malpani Huf - Akola,"Ben franklin opticians, Shubham Shrikant Malpani Huf, Malpani Retina Care And Eye Hospital, Birla Gate No.2, Near Satav Chowk, Besides Manav Hero Showroom, Akola, Maharashtra, India",,,Anjani
1231,Maharashtra,Alibag,Mrs. Anupama P Kumthekar - Alibag,"Ben Franklin, Kumthekar Eye Clinic, Shreebag No:2, Alibag - Dist Raigad, Maharashtra - 402201",402201,,Anjani
125,Maharashtra,Alibag,Shreebag,"Ben Franklin Opticians, Vision Eye Care & Phaco Center, Nisarga, Shreebag-3, Alibag, Maharastra, Mobile : +91–8879651914.",,8879651914,Anjani
1340,Maharashtra,Ambernath,Amit Ramesh Zope Huf - Ambernath,"Ben Franklin Opticians, Amit Ramesh Zope Huf C/o Atharva Eye Care And Laser Centre, Nana Patil Residency B Wing First Floor Office Nos. 1, 2, 3, 4 Near Bethal Church Kohojgaon Chowk Ambernath (West) Maharashtra 421501",421501,,Anjani
1294,Maharashtra,Amravati,Yash Netralaya And Child Hospital - Amravati,"Ben Franklin Opticians, Yash Netralaya And Child Hospital, Vijay Colony, Rukhamini Nagar, Amravati, Maharashtra- 444606 India.",444606,,Bluedart
1195,Maharashtra,Atpadi,Sourabh D Patwardhan Huf - Atpadi,"Ben franklin opticians, Sourabh D Patwardhan Huf, 1st Floor, Beside Civil Court, Above Bank Ltd, Atpadi, Sangli, Maharashtra",,,Anjani
655,Maharashtra,Aurangabad,Devendra R Deshpande HUF - Aurangabad,"Ben franklin opticians, Devendra R Deshpande HUF, 32, Samarth Eye Hospital, Shreya Nagar, New Osmanpura, Aurangabad, Maharashtra.",,,Anjani
1168,Maharashtra,Aurangabad,Dr. Hedgewar Rugnalaya - Aurangabad,"Ben franklin opticians, Dr Hedgewar Rugnalaya, Garkheda Parisar, Near Gajanan Mandir, Aurangabad, Maharashtra, India.",,,Anjani
696,Maharashtra,Aurangabad,Drushti Eye Institute Pvt Ltd - Aurangabad,"Ben franklin opticians, Drushti Eye Institute Pvt Ltd, 117, Samarth Nagar, Near Varad Ganesh Temple, Aurangabad, Maharashtra.",,,Anjani
890,Maharashtra,Aurangabad,Parmeshwar Dadarao Kahalekar HUF - Aurangabad,"Ben franklin opticians, Parmeshwar Dadarao Kahalekar HUF, First Floor, Pandhari Building, Plot No 26, Sarang Society, Chaitanya Nagar, Garkheda Road, Above Jockey Showroom, Garkheda Parisar, Aurangabad, Maharashtra - 431001 Mob - 7075959475",431001,7075959475,Anjani
329,Maharashtra,Aurangabad,Saswade Eye Clinic - Aurangabad,"Ben Franklin Opticians, Saswade Eye Clinic & Laser Centre, 3, Vishwa Bharati Colony,Chetak Ghoda Chowk, Tilak Nagar,Aurangabad. Maharashtra, India. Phone : 0240 - 233 0055, Mobile : 8879651907 .",,8879651907,Anjani
923,Maharashtra,Aurangabad,Shrinivas Sakharampant Joshi - Aurangabad,"Ben franklin opticians, Mr. Shrinivas Sakharampant Joshi, Plot No 11, Survey No 62, Venkatesh Housing Society, Near Agnihotri Chowk, Garkheda, Aurangabad, Maharashtra",,,Anjani
675,Maharashtra,Aurangabad,Swapnil Dongaonkar HUF - Aurangabad,"Ben franklin opticians, Swapnil Dongaonkar HUF, Shrinathji Apartment, Opp. Kalash Mangal Karyalay, New Osmanpura, Near Kranti Chowk, Aurangabad, Maharashtra.",,,Anjani
1341,Maharashtra,Badalapur,Aeh Eye Hospitals Pvt Ltd - Badalapur,"Ben Franklin Opticians, Aeh Eye Hospitals Pvt Ltd, Shree Shiv Part Plot No.39, Village Shirgaon, Badalapur East, Ambernath, Maharashtra India Mob:- 9821774020",,9821774020,Anjani
570,Maharashtra,Baramati,Nihar Vision Help Basement - Baramati,"Ben franklin opticians, Nihar Vision Help Basement, Mohini, Opp. Cosmos Bank, Dr KL Kolhatkar Road, Hutatma Chowk, Baramati, Maharashtra.",,,Anjani
1210,Maharashtra,Baramati,Sachin Kokane Huf - Baramati,"Ben franklin opticians, Sachin Kokane Huf, Kokane Hospital, Chimanshah Mala, Newase Road, Baramati, Pune, Maharashtra, India",,,Anjani
692,Maharashtra,Baramati,Sai Samruddhi - Baramati,"Ben franklin opticians, Sai Samruddhi, Ring Road Corner, Behind ST Stand, Baramati, Pune, Maharashtra.",,,Anjani
975,Maharashtra,Barshi,Snehal Sachin Karale - Barshi,"Ben franklin opticians, Mrs Snehal Sachin Karale, City Survey No 1122, Kasba Peth, Sambhaji Chowk, Juni Ves, Infront Of Maruti Mandir, Barshi, Solapur, Maharashtra, India",,,Anjani
1155,Maharashtra,Beed,Alka Suresh Thombare - Beed,"Ben franklin opticians, Mrs. Alka Suresh Thombare, C/o Thombare Netralaya, Behind Dr. I. V. Shinde Hospital, Doctor Lane, Adarsh Nagar, Beed, Maharashtra, India",,,Anjani
883,Maharashtra,Beed,Dr Raju Pandharinath Unhale - Beed,"Ben franklin opticians, Dr Raju Pandharinath Unhale And Dr Vanita Raju Unhale, Netradham, Shri Krishna Nagar, Behind St Anns School, Jalna Road, Beed, Maharashtra",,,Anjani
1254,Maharashtra,Beed,Mrs. Nilubai Achyutrao Nagargoje Lamb - Beed,"Ben Franklin opticians, Mrs. Nilubai Achyutra Nagargoje Lamb, C/o Drushti Netralaya and Phaci Center, Behind Home guard office, Sathe Chowk, Jalna Road Beed, Maharashtra - 431122, Mob- 7490041132.",431122,7490041132,Anjani
916,Maharashtra,Bhandara,Deepak Nathu Nawkhare HUF - Bhandara,"Ben franklin opticians, Deepak Nathu Nawkhare HUF, Plot No 56, Takiya Ward, Baba Nagar, Bhandara, Maharashtra",,,Anjani
1088,Maharashtra,Bhandara,Madhurama Netralaye And Dental Clinic - Bhandara,"Ben franklin opticians, Madhurama Netralaye And Dental Clinic, Jail Road, Near Rajiv Gandhi chowk, Bhandara, Maharashtra, India",,,Anjani
1054,Maharashtra,Bhosari,Optic Zone - Bhosari,"Ben franklin opticians, Optic Zone, C/O Patil Eye Hospital, First Floor, C - Wing, Jai Ganesh Samrajya, Panjarpol, Pune - Nashik Highway, Bhosari, Pune, Maharashtra, India",,,Anjani
1043,Maharashtra,Buldhana,Lekha Shailesh Chhajed - Buldhana,"Ben franklin opticians, Mrs . Lekha Shailesh Chhajed, Shop No. 6, Ashirwad Multispeciality Hospital Building, Opp. Garde Hall, Buldhana, Maharashtra, India",,,Anjani
1204,Maharashtra,Chikhli,Mr. Suresh Joshi And Mrs. Jyoti Joshi - Chikhli,"Ben franklin opticians,Mr. Suresh Joshi & Mrs. Jyoti Joshi, Basement Floor, Property No. 574/6/1, Jyotirmaya Netralaya and Family Dental Care, In front of Ambika Urban Bank, Khandala Road, Chikhali,Buldhana(DT), Maharashtra",,,Anjani
1342,Maharashtra,Pune,Mrs. Pallavi Kaushik Shah - Pimpri Chinchwad,"Eyegear Optics,
 Renuka Banglow, S. No. 133/D/2,
 Near Sane Guruji Smarak,
 Near Rashtra Seva dal,
 Sinhgad Road, Parvati, Pune - 411030.
 Renuka Banglow, S. No. 133/D/2,
 Mo: +917757833401 (BULK)",411030,,Verma
856,Maharashtra,Dhule,Dr Sunetra Satish Patil - Dhule,"Ben franklin opticians, Dr Sunetra Satish Patil, 16, Maharanapratap Housing Society, Deopur, Dhule, Maharashtra.",,,Anjani
700,Maharashtra,Dhule,Sharda Netralay - Dhule,"Sharda Netralay (Unit Of Sundeep Foundation) Reu Nagar, Nakane Road, Deopur, Dhule Maharashtra - 424002, Mobile : 9121176842",424002,9121176842,Anjani
123,Maharashtra,Dhule,Suman Eye Hospital,"Ben Franklin Opticians, Suman Eye Hospital, Near ITI ground, Opp Mahajan High school, Agra Road, Deopur, Dhule, Maharastra, India. Phone : NA, Mobile : +91–8879674706.",,8879674706,Anjani
184,Maharashtra,Chandarpur,Mungantiwar Eye Hospital,"Ben Franklin Opticians, Mungantiwar Eye Hospital, Kasturba Road, Girnar Square, Chandrapur, Maharastra, India. Phone : 7172–270584, Mobile : +91–8879674704.",270584,8879674704,Anjani
1095,Maharashtra,Ichalkaranji,Mr. Arhan Vijay Magdum - Ichalkaranji,"Ben franklin opticians, Mr. Arhan Vijay Magdum, Behind Old Municipal Corporation, Fire Brigade Road, Near Royal Photo Lab, Ichalkaranji, Tal – Hatkalangle, Dist – Kolhapur, Maharashtra, India",,,Anjani
1196,Maharashtra,Ichalkaranji,Sourabh D Patwardhan Huf - Ichalkaranji,"Ben franklin opticians, Sourabh D Patwardhan Huf, 2nd Floor, Hira Tower, Shahu Corner, Near Janta Bank Chowk, Ichalkaranji, Kolhapur, Maharashtra",,,Anjani
1104,Maharashtra,Pune,Krushnadrushti Advance Eye Care - Indapur,"Eyegear Optics,
 Renuka Banglow, S. No. 133/D/2,
 Near Sane Guruji Smarak,
 Near Rashtra Seva dal,
 Sinhgad Road, Parvati, Pune - 411030.
 Renuka Banglow, S. No. 133/D/2,
 Mo: +917757833401 (BULK)",411030,,Verma
714,Maharashtra,Islampur,Shraddha Netralaya - Islampur,"Ben franklin opticians, Shraddha Netralaya, Kamal – Kunj, Behind ST Stand, Ganesh Nagar, Islampur, Sangli, Maharashtra.",,,Anjani
1167,Maharashtra,Jalgaon,Deepak Vasant Patil Huf - Jalgaon,"Ben franklin opticians, Deepak Vasant Patil Huf, Plot No. 1, Mitra Nagar, Khwajamiyan Durgah, Jalgaon, Maharashtra, India",,,Anjani
1114,Maharashtra,Jalgaon,Jagruti Eye Hospital - Jalgaon,"Ben franklin opticians, Jagruti Eye Hospital, 518/1/2, Ranchhod Nagar, Near Panchmukhi Hanuman Mandir, Jalgaon, Maharashtra, India",,,Anjani
